"","age","workclass","fnlwgt","education","education.num","marital.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","native.country","incm.2.t.pred","test3[, 15]"
"1205",22," Private",193090," HS-grad",9," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,37," United-States"," <=50K"," <=50K"
"1206",22," State-gov",178818," Some-college",10," Never-married"," Prof-specialty"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"," <=50K"
"1207",55," Private",326297," HS-grad",9," Separated"," Adm-clerical"," Not-in-family"," White"," Female",0,0,25," United-States"," <=50K"," <=50K"
"1208",35," Private",281982," Some-college",10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," >50K"
"1209",53," Private",242859," Some-college",10," Separated"," Adm-clerical"," Own-child"," White"," Male",0,0,40," Cuba"," <=50K"," <=50K"
"1210",51," Federal-gov",40808," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," Amer-Indian-Eskimo"," Female",0,0,43," United-States"," <=50K"," <=50K"
"1211",31," Private",159737," HS-grad",9," Never-married"," Sales"," Unmarried"," Black"," Female",0,0,58," United-States"," <=50K"," <=50K"
"1212",33," Private",117779," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Wife"," White"," Female",0,0,46," United-States"," <=50K"," >50K"
"1213",22," Private",102632," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,41," United-States"," <=50K"," <=50K"
"1214",63," Private",149756," Assoc-acdm",12," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," >50K"
"1215",20," Private",324469," Some-college",10," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"1216",27," Private",69132," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"1217",19," Self-emp-not-inc",100999," 11th",7," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,30," United-States"," <=50K"," <=50K"
"1218",33," ?",234542," Assoc-voc",11," Never-married"," ?"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"1219",21," ?",152328," Some-college",10," Never-married"," ?"," Own-child"," White"," Male",0,0,20," United-States"," <=50K"," <=50K"
"1220",51," Private",310774," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," United-States"," >50K"," >50K"
"1221",25," Private",123586," Some-college",10," Never-married"," Adm-clerical"," Unmarried"," Other"," Male",0,0,40," United-States"," <=50K"," <=50K"
"1222",63," Private",171635," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," >50K"," <=50K"
"1223",32," Private",208180," Assoc-voc",11," Married-civ-spouse"," Tech-support"," Wife"," White"," Female",0,0,24," United-States"," <=50K"," >50K"
"1224",20," Private",121568," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,50," United-States"," <=50K"," <=50K"
"1225",34," Private",180284," Some-college",10," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," >50K"
"1226",47," Private",141511," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,60," United-States"," >50K"," >50K"
"1227",23," Private",109952," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,60," United-States"," <=50K"," <=50K"
"1228",26," Private",199600," HS-grad",9," Never-married"," Sales"," Not-in-family"," Black"," Male",0,0,40," United-States"," <=50K"," <=50K"
"1229",39," Self-emp-inc",154641," HS-grad",9," Divorced"," Craft-repair"," Unmarried"," White"," Male",0,0,60," United-States"," <=50K"," <=50K"
"1230",47," Private",89146," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," Amer-Indian-Eskimo"," Male",0,0,40," United-States"," <=50K"," >50K"
"1231",46," Private",220124," HS-grad",9," Separated"," Craft-repair"," Not-in-family"," White"," Male",0,0,37," United-States"," <=50K"," <=50K"
"1232",35," Private",193961," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male",0,0,40," Philippines"," >50K"," >50K"
"1233",45," Private",278151," HS-grad",9," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"1234",65," Federal-gov",179985," HS-grad",9," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"1235",41," Self-emp-not-inc",169023," Bachelors",13," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",7688,0,40," United-States"," >50K"," >50K"
"1236",50," Private",173630," HS-grad",9," Divorced"," Sales"," Not-in-family"," White"," Male",0,0,60," United-States"," <=50K"," <=50K"
"1237",40," Self-emp-inc",193524," Some-college",10," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," >50K"
"1238",45," Private",295046," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,60," United-States"," <=50K"," >50K"
"1239",51," Private",160703," 12th",8," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,45," United-States"," <=50K"," <=50K"
"1240",23," Private",348420," Bachelors",13," Never-married"," Tech-support"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"1241",34," Local-gov",90934," Assoc-voc",11," Divorced"," Protective-serv"," Own-child"," Asian-Pac-Islander"," Male",0,0,40," United-States"," <=50K"," <=50K"
"1242",60," Private",338345," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,45," United-States"," <=50K"," >50K"
"1243",44," Private",162028," Some-college",10," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,2415,6," United-States"," >50K"," >50K"
"1244",36," Private",43701," Some-college",10," Widowed"," Sales"," Not-in-family"," White"," Female",0,0,20," United-States"," <=50K"," <=50K"
"1245",41," Local-gov",210259," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," Black"," Female",0,0,40," United-States"," <=50K"," <=50K"
"1246",59," Private",165922," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",15024,0,40," United-States"," >50K"," >50K"
"1247",35," Private",135162," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," United-States"," <=50K"," <=50K"
"1248",29," Private",112754," Some-college",10," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"1249",61," Private",183355," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," >50K"
"1250",38," Private",182609," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," Poland"," >50K"," <=50K"
"1251",45," Private",264526," Assoc-acdm",12," Divorced"," Machine-op-inspct"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"1252",27," Private",161155," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"1253",45," Private",131826," Some-college",10," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"1254",19," Private",167087," HS-grad",9," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"1255",18," Private",376647," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",2176,0,25," United-States"," <=50K"," <=50K"
"1256",22," Private",194031," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Female",0,0,15," United-States"," <=50K"," <=50K"
"1257",64," ?",169917," 7th-8th",4," Widowed"," ?"," Not-in-family"," White"," Female",0,0,4," United-States"," <=50K"," <=50K"
"1258",28," Private",330466," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," Asian-Pac-Islander"," Male",0,0,40," Hong"," <=50K"," <=50K"
"1259",26," Private",105059," 9th",5," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,20," United-States"," <=50K"," <=50K"
"1260",21," Private",157893," HS-grad",9," Never-married"," Transport-moving"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"1261",25," Private",190107," Bachelors",13," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"1262",24," Private",127647," Some-college",10," Separated"," Adm-clerical"," Unmarried"," White"," Female",0,0,35," United-States"," <=50K"," <=50K"
"1263",18," Private",231193," 12th",8," Never-married"," Machine-op-inspct"," Own-child"," White"," Male",0,0,30," United-States"," <=50K"," <=50K"
"1264",42," Private",185764," Some-college",10," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,60," United-States"," <=50K"," <=50K"
"1265",39," Private",211440," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States"," >50K"," >50K"
"1266",19," Private",175820," 11th",7," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,25," United-States"," <=50K"," <=50K"
"1267",20," Private",100188," Some-college",10," Never-married"," Tech-support"," Own-child"," White"," Female",0,0,24," United-States"," <=50K"," <=50K"
"1268",44," Local-gov",31251," 7th-8th",4," Divorced"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"1269",27," Private",341504," Some-college",10," Never-married"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"1270",22," Private",123727," Some-college",10," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Female",0,0,30," United-States"," <=50K"," <=50K"
"1271",36," Private",29984," 12th",8," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"1272",29," Local-gov",152461," Bachelors",13," Never-married"," Tech-support"," Not-in-family"," White"," Female",0,0,42," United-States"," <=50K"," <=50K"
"1273",39," Private",61343," 10th",6," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,60," United-States"," <=50K"," <=50K"
"1274",25," Private",212800," Some-college",10," Never-married"," Sales"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"1275",18," Private",245199," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"1276",45," Private",45857," 11th",7," Married-civ-spouse"," Other-service"," Wife"," White"," Female",0,0,36," United-States"," <=50K"," <=50K"
"1277",36," Private",134367," HS-grad",9," Divorced"," Other-service"," Own-child"," White"," Female",0,0,30," United-States"," <=50K"," <=50K"
"1278",57," Private",199934," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"," >50K"
"1279",43," Private",253759," Some-college",10," Married-civ-spouse"," Tech-support"," Wife"," Black"," Female",0,0,40," United-States"," >50K"," <=50K"
"1280",48," Private",232840," Some-college",10," Widowed"," Adm-clerical"," Unmarried"," White"," Female",0,0,43," United-States"," <=50K"," <=50K"
"1281",54," Private",308087," Some-college",10," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,1977,18," United-States"," >50K"," >50K"
"1282",38," Private",183279," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,43," United-States"," <=50K"," <=50K"
"1283",60," ?",141221," Bachelors",13," Married-civ-spouse"," ?"," Husband"," Asian-Pac-Islander"," Male",0,2163,25," South"," >50K"," <=50K"
"1284",38," Private",177305," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,45," United-States"," <=50K"," <=50K"
"1285",44," Private",157217," Assoc-acdm",12," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"," >50K"
"1286",41," Private",174201," HS-grad",9," Divorced"," Handlers-cleaners"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"1287",46," Federal-gov",195023," Some-college",10," Separated"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"1288",26," Private",39014," 12th",8," Married-civ-spouse"," Priv-house-serv"," Wife"," Other"," Female",0,0,40," Dominican-Republic"," <=50K"," <=50K"
"1289",35," Private",87556," HS-grad",9," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"1290",49," Private",225454," Assoc-acdm",12," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,45," United-States"," >50K"," >50K"
"1291",55," Private",436861," Masters",14," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",14084,0,40," United-States"," >50K"," >50K"
"1292",44," Private",124563," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," Black"," Male",0,0,40," United-States"," <=50K"," <=50K"
"1293",27," Private",37599," Some-college",10," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,24," United-States"," <=50K"," <=50K"
"1294",68," ?",38317," 1st-4th",2," Divorced"," ?"," Not-in-family"," White"," Female",0,0,20," United-States"," <=50K"," <=50K"
"1295",41," Private",255044," Bachelors",13," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,0,55," United-States"," <=50K"," <=50K"
"1296",32," Private",188246," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," >50K"
"1297",25," Private",133373," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,60," United-States"," <=50K"," <=50K"
"1298",46," Private",324655," Masters",14," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,1902,40," ?"," >50K"," >50K"
"1299",29," Self-emp-inc",124950," Bachelors",13," Never-married"," Sales"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"1300",24," ?",412156," HS-grad",9," Married-civ-spouse"," ?"," Wife"," White"," Female",0,0,40," Mexico"," <=50K"," <=50K"
"1301",20," Private",221095," HS-grad",9," Never-married"," Craft-repair"," Other-relative"," Black"," Male",0,0,40," United-States"," <=50K"," <=50K"
"1302",53," Federal-gov",177647," HS-grad",9," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," France"," >50K"," >50K"
"1303",19," Private",277695," Preschool",1," Never-married"," Farming-fishing"," Not-in-family"," White"," Male",0,0,36," Hong"," <=50K"," <=50K"
"1304",55," Private",76860," HS-grad",9," Married-civ-spouse"," Other-service"," Other-relative"," Asian-Pac-Islander"," Male",0,0,40," Philippines"," <=50K"," <=50K"
"1305",19," Private",63918," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"1306",20," Private",34568," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",3781,0,35," United-States"," <=50K"," <=50K"
"1307",31," Private",289731," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"1308",69," Private",108196," 9th",5," Never-married"," Craft-repair"," Other-relative"," White"," Male",2993,0,40," United-States"," <=50K"," <=50K"
"1309",44," Private",165492," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," >50K"
"1310",29," Private",331875," 12th",8," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,40," Dominican-Republic"," <=50K"," <=50K"
"1311",41," Private",163174," HS-grad",9," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"1312",29," Private",464536," Bachelors",13," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
